subject,set,included,epoch_count,exclusion_reason
02,Increasing 1 to 2,True,6,
02,Decreasing 1 to 3,True,8,
03,Increasing 1 to 2,True,7,
03,Decreasing 1 to 3,True,6,
04,Increasing 1 to 2,True,4,
04,Decreasing 1 to 3,True,6,
05,Increasing 1 to 2,True,6,
05,Decreasing 1 to 3,True,5,
08,Increasing 1 to 2,True,6,
08,Decreasing 1 to 3,True,3,
09,Increasing 1 to 2,True,6,
09,Decreasing 1 to 3,True,3,
10,Increasing 1 to 2,True,6,
10,Decreasing 1 to 3,True,6,
11,Increasing 1 to 2,True,3,
11,Decreasing 1 to 3,True,6,
12,Increasing 1 to 2,True,4,
12,Decreasing 1 to 3,True,4,
13,Increasing 1 to 2,True,5,
13,Decreasing 1 to 3,True,7,
14,Increasing 1 to 2,True,6,
14,Decreasing 1 to 3,True,6,
15,Increasing 1 to 2,True,4,
15,Decreasing 1 to 3,True,6,
17,Increasing 1 to 2,True,5,
17,Decreasing 1 to 3,True,5,
21,Increasing 1 to 2,True,5,
21,Decreasing 1 to 3,True,6,
22,Increasing 1 to 2,True,2,
22,Decreasing 1 to 3,True,7,
23,Increasing 1 to 2,True,4,
23,Decreasing 1 to 3,True,5,
25,Increasing 1 to 2,True,7,
25,Decreasing 1 to 3,True,5,
26,Increasing 1 to 2,True,8,
26,Decreasing 1 to 3,True,5,
27,Increasing 1 to 2,True,6,
27,Decreasing 1 to 3,True,8,
28,Increasing 1 to 2,True,5,
28,Decreasing 1 to 3,True,7,
29,Increasing 1 to 2,True,6,
29,Decreasing 1 to 3,True,7,
31,Increasing 1 to 2,True,7,
31,Decreasing 1 to 3,True,6,
32,Increasing 1 to 2,True,6,
32,Decreasing 1 to 3,True,5,
33,Increasing 1 to 2,True,6,
33,Decreasing 1 to 3,True,4,
